Samples	Sig1	Sig2	Sig3	Sig4	Sig5	Sig6	Sig7	Sig8	Sig9
CNS-Medullo::SP78919	838	0	0	0	0	0	0	0	0
CNS-Medullo::SP107453	717	0	0	0	0	0	0	0	0
CNS-Medullo::SP78719	118	0	0	0	0	0	0	0	0
CNS-Medullo::SP78662	1509	0	0	0	0	0	0	0	0
CNS-Medullo::SP107457	1049	0	0	0	0	0	0	0	0
CNS-Medullo::SP107404	1941	0	0	0	0	0	0	0	0
CNS-Medullo::SP78714	770	0	0	0	0	0	0	0	0
CNS-Medullo::SP107454	970	0	0	0	0	0	0	0	0
CNS-Medullo::SP107359	2655	0	0	0	0	0	0	0	0
CNS-Medullo::SP78664	1124	0	0	0	0	0	0	0	0
CNS-Medullo::SP78931	433	0	0	0	0	0	0	0	0
CNS-Medullo::SP78815	337	0	0	0	0	0	0	0	0
CNS-Medullo::SP107466	1272	0	0	0	0	0	0	0	0
CNS-Medullo::SP78901	928	0	0	0	0	0	0	0	0
CNS-Medullo::SP107384	5132	0	0	0	0	0	0	0	0
CNS-Medullo::SP107467	1289	0	0	0	0	0	0	0	0
CNS-Medullo::SP78680	537	0	0	0	0	0	0	0	0
CNS-Medullo::SP78672	604	0	0	0	0	0	0	0	0
CNS-Medullo::SP107365	1143	0	0	0	0	0	0	0	0
CNS-Medullo::SP78660	596	0	0	0	0	0	0	0	0
CNS-Medullo::SP78659	735	0	0	0	0	0	0	0	0
CNS-Medullo::SP107449	1577	0	0	0	0	0	0	0	0
CNS-Medullo::SP78813	1551	0	0	0	0	0	0	0	0
CNS-Medullo::SP78953	292	0	0	0	0	0	0	0	0
CNS-Medullo::SP78804	2317	0	0	0	0	0	0	0	0
CNS-Medullo::SP107460	1686	0	0	0	0	0	0	0	0
CNS-Medullo::SP107548	1140	0	0	0	0	0	0	0	0
CNS-Medullo::SP78730	1548	0	0	0	0	0	0	0	0
CNS-Medullo::SP78727	1242	0	0	0	0	0	0	0	0
CNS-Medullo::SP78822	2732	0	0	0	0	0	0	0	0
CNS-Medullo::SP78818	772	0	0	0	0	0	0	0	0
CNS-Medullo::SP78923	656	0	0	0	0	0	0	0	0
CNS-Medullo::SP107405	3323	0	0	0	0	0	0	0	0
CNS-Medullo::SP107437	2601	0	0	0	0	0	0	0	0
CNS-Medullo::SP78675	1032	0	0	0	0	0	0	0	0
CNS-Medullo::SP107371	2676	0	0	0	0	0	0	0	0
CNS-Medullo::SP107556	1748	0	0	0	0	0	0	0	0
CNS-Medullo::SP78807	1109	0	0	0	0	0	0	0	0
CNS-Medullo::SP78945	786	0	0	0	0	0	0	0	0
CNS-Medullo::SP107480	621	0	0	0	0	0	0	0	0
CNS-Medullo::SP107448	988	0	0	0	0	0	0	0	0
CNS-Medullo::SP107436	1116	0	0	0	0	0	0	0	0
CNS-Medullo::SP79150	402	0	0	0	0	0	0	0	0
CNS-Medullo::SP107546	1078	0	0	0	0	0	0	0	0
CNS-Medullo::SP107459	729	0	0	0	0	0	0	0	0
CNS-Medullo::SP78823	417	0	0	0	0	0	0	0	0
CNS-Medullo::SP78666	952	0	0	0	0	0	0	0	0
CNS-Medullo::SP78721	348	0	0	0	0	0	0	0	0
CNS-Medullo::SP78665	974	0	0	0	0	0	0	0	0
CNS-Medullo::SP78935	790	0	0	0	0	0	0	0	0
CNS-Medullo::SP107458	2273	0	0	0	0	0	0	0	0
CNS-Medullo::SP79160	638	0	0	0	0	0	0	0	0
CNS-Medullo::SP107479	774	0	0	0	0	0	0	0	0
CNS-Medullo::SP107377	3192	0	0	0	0	0	0	0	0
CNS-Medullo::SP78937	4180	0	0	0	0	0	0	0	0
CNS-Medullo::SP107444	707	0	0	0	0	0	0	0	0
CNS-Medullo::SP79144	1631	0	0	0	0	0	0	0	0
CNS-Medullo::SP107469	323	0	0	0	0	0	0	0	0
CNS-Medullo::SP107373	2506	0	0	0	0	0	0	0	0
CNS-Medullo::SP107406	3555	0	0	0	0	0	0	0	0
CNS-Medullo::SP107369	2430	0	0	0	0	0	0	0	0
CNS-Medullo::SP107403	5402	0	0	0	0	0	0	0	0
CNS-Medullo::SP107363	2153	0	0	0	0	0	0	0	0
CNS-Medullo::SP78955	897	0	0	0	0	0	0	0	0
CNS-Medullo::SP78711	84	0	0	0	0	0	0	0	0
CNS-Medullo::SP78677	425	0	0	0	0	0	0	0	0
CNS-Medullo::SP78805	1164	0	0	0	0	0	0	0	0
CNS-Medullo::SP107461	588	0	0	0	0	0	0	0	0
CNS-Medullo::SP107472	1005	0	0	0	0	0	0	0	0
CNS-Medullo::SP107356	2182	0	0	0	0	0	0	0	0
CNS-Medullo::SP78825	1155	0	0	0	0	0	0	0	0
CNS-Medullo::SP107468	885	0	0	0	0	0	0	0	0
CNS-Medullo::SP78851	4179	0	0	0	0	0	0	0	0
CNS-Medullo::SP78726	2232	0	0	0	0	0	0	0	0
CNS-Medullo::SP107379	3722	0	0	0	0	0	0	0	0
CNS-Medullo::SP107474	1990	0	0	0	0	0	0	0	0
CNS-Medullo::SP107438	1752	0	0	0	0	0	0	0	0
CNS-Medullo::SP107478	1170	0	0	0	0	0	0	0	0
CNS-Medullo::SP78716	4417	0	0	0	0	0	0	0	0
CNS-Medullo::SP78676	1271	0	0	0	0	0	0	0	0
CNS-Medullo::SP107443	235	0	0	0	0	0	0	0	0
CNS-Medullo::SP107361	3526	0	0	0	0	0	0	0	0
CNS-Medullo::SP107464	1870	0	0	0	0	0	0	0	0
CNS-Medullo::SP78717	379	0	0	0	0	0	0	0	0
CNS-Medullo::SP78671	1389	0	0	0	0	0	0	0	0
CNS-Medullo::SP78817	376	0	0	0	0	0	0	0	0
CNS-Medullo::SP107381	1973	0	0	0	0	0	0	0	0
CNS-Medullo::SP107463	1968	0	0	0	0	0	0	0	0
CNS-Medullo::SP107477	1254	0	0	0	0	0	0	0	0
CNS-Medullo::SP78661	1164	0	0	0	0	0	0	0	0
CNS-Medullo::SP78939	498	0	0	0	0	0	0	0	0
CNS-Medullo::SP78674	1723	0	0	0	0	0	0	0	0
CNS-Medullo::SP107553	217	0	0	0	0	0	0	0	0
CNS-Medullo::SP107555	1167	0	0	0	0	0	0	0	0
CNS-Medullo::SP107446	920	0	0	0	0	0	0	0	0
CNS-Medullo::SP78713	2095	0	0	0	0	0	0	0	0
CNS-Medullo::SP78720	1099	0	0	0	0	0	0	0	0
CNS-Medullo::SP78947	866	0	0	0	0	0	0	0	0
CNS-Medullo::SP78875	576	0	0	0	0	0	0	0	0
CNS-Medullo::SP107554	2127	0	0	0	0	0	0	0	0
CNS-Medullo::SP107407	4301	0	0	0	0	0	0	0	0
CNS-Medullo::SP78820	1175	0	0	0	0	0	0	0	0
CNS-Medullo::SP78668	347	0	0	0	0	0	0	0	0
CNS-Medullo::SP107547	421	0	0	0	0	0	0	0	0
CNS-Medullo::SP79148	1401	0	0	0	0	0	0	0	0
CNS-Medullo::SP107386	1933	0	0	0	0	0	0	0	0
CNS-Medullo::SP78921	1620	0	0	0	0	0	0	0	0
CNS-Medullo::SP107545	676	0	0	0	0	0	0	0	0
CNS-Medullo::SP107440	944	0	0	0	0	0	0	0	0
CNS-Medullo::SP79066	925	0	0	0	0	0	0	0	0
CNS-Medullo::SP107473	1452	0	0	0	0	0	0	0	0
CNS-Medullo::SP107362	2739	0	0	0	0	0	0	0	0
CNS-Medullo::SP78722	216	0	0	0	0	0	0	0	0
CNS-Medullo::SP78729	843	0	0	0	0	0	0	0	0
CNS-Medullo::SP107441	1732	0	0	0	0	0	0	0	0
CNS-Medullo::SP78873	456	0	0	0	0	0	0	0	0
CNS-Oligo::SP47708	2536	0	0	0	0	0	0	0	0
CNS-Oligo::SP47990	3235	0	0	0	0	0	0	0	0
CNS-Oligo::SP48414	2334	0	0	0	0	0	0	0	0
CNS-Oligo::SP48135	5434	0	0	0	0	0	0	0	0
CNS-Oligo::SP47652	1881	0	0	0	0	0	0	0	0
CNS-Oligo::SP48888	1657	0	0	0	0	0	0	0	0
CNS-Oligo::SP48426	429	0	0	0	0	0	0	0	0
CNS-Oligo::SP48480	4135	0	0	0	0	0	0	0	0
CNS-Oligo::SP48263	1537	0	0	0	0	0	0	0	0
CNS-Oligo::SP47628	1142	0	0	0	0	0	0	0	0
CNS-Oligo::SP47808	2652	0	0	0	0	0	0	0	0
CNS-Oligo::SP48850	6177	0	0	0	0	0	0	0	0
CNS-Oligo::SP48189	2800	0	0	0	0	0	0	0	0
CNS-Oligo::SP48073	2206	0	0	0	0	0	0	0	0
CNS-Oligo::SP48008	2923	0	0	0	0	0	0	0	0
CNS-Oligo::SP48504	2139	0	0	0	0	0	0	0	0
CNS-Oligo::SP48534	2820	0	0	0	0	0	0	0	0
CNS-Oligo::SP48010	2157	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79365	104	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79237	219	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79462	86	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79201	281	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79371	198	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79439	94	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79175	145	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79354	128	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79184	101	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79312	286	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79252	161	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79294	478	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79246	288	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79458	163	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79222	707	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79178	99	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79474	383	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79387	129	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79306	260	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79270	126	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79210	90	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79427	159	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79297	702	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79368	104	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79351	107	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79300	118	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79435	266	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79288	122	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79447	95	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79403	77	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79377	222	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79327	57	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79324	109	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79359	58	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79330	180	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79391	428	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79399	84	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79243	67	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79192	88	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79395	487	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79195	131	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79318	186	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79282	1278	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79261	164	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79228	95	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79431	137	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79172	120	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79234	240	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79345	118	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79342	182	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79415	364	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79407	344	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79374	195	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79291	172	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79336	1113	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79380	509	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79455	197	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79181	121	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79207	135	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79190	364	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79303	204	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79258	229	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79249	262	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79321	169	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79423	372	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79219	195	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79240	225	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79255	136	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79466	40	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79357	146	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79443	90	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79285	358	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79470	235	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79309	318	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79383	514	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79187	453	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79315	107	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79264	137	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79333	1016	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79204	512	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79419	319	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79198	462	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79339	90	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79411	126	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79279	129	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79451	96	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79231	400	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79225	101	0	0	0	0	0	0	0	0
CNS-PiloAstro::SP79267	358	0	0	0	0	0	0	0	0
Cervix-AdenoCA::SP109953	2855	0	0	0	0	0	0	0	0
Cervix-AdenoCA::SP107650	5299	0	0	0	0	0	0	0	0
Cervix-SCC::SP13206	9998	0	0	0	0	0	0	0	0
Cervix-SCC::SP13078	7641	0	0	0	0	0	0	0	0
Cervix-SCC::SP107607	6375	0	0	0	0	0	0	0	0
Cervix-SCC::SP109941	2289	0	0	0	0	0	0	0	0
Cervix-SCC::SP109801	3781	0	0	0	0	0	0	0	0
Cervix-SCC::SP13072	4910	0	0	0	0	0	0	0	0
Cervix-SCC::SP107595	8458	0	0	0	0	0	0	0	0
Cervix-SCC::SP107640	13400	0	0	0	0	0	0	0	0
Cervix-SCC::SP13084	4244	0	0	0	0	0	0	0	0
Cervix-SCC::SP107603	6857	0	0	0	0	0	0	0	0
Cervix-SCC::SP109957	8756	0	0	0	0	0	0	0	0
Cervix-SCC::SP114020	8787	0	0	0	0	0	0	0	0
Cervix-SCC::SP96540	3090	0	0	0	0	0	0	0	0
Cervix-SCC::SP114032	4466	0	0	0	0	0	0	0	0
Cervix-SCC::SP107624	3271	0	0	0	0	0	0	0	0
Cervix-SCC::SP107575	3938	0	0	0	0	0	0	0	0
Cervix-SCC::SP13242	7319	0	0	0	0	0	0	0	0
Cervix-SCC::SP114016	6638	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP18310	108227	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP17172	124362	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP96133	81348	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP110242	113975	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP114330	10808	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP21017	88434	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP22383	97478	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP81312	0	0	0	0	0	0	807487	0	0
ColoRect-AdenoCA::SP22031	0	0	0	0	0	234231	0	0	0
ColoRect-AdenoCA::SP96112	6924	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP19215	94904	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP96120	24074	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP16886	0	0	0	0	0	849282	0	0	0
ColoRect-AdenoCA::SP96124	9387	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP19295	0	0	0	0	259867	0	0	0	0
ColoRect-AdenoCA::SP19670	11405	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP17905	0	0	0	0	0	2432617	0	0	0
ColoRect-AdenoCA::SP16934	17029	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP20993	18545	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP19983	21602	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP18121	161139	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP96122	19282	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP119755	19275	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP96126	18961	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP19606	30148	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP96118	24571	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP21528	12261	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP21400	0	0	0	0	0	0	793040	0	0
ColoRect-AdenoCA::SP23078	13416	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP17430	10570	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP96110	12445	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP18946	0	0	0	0	960813	0	0	0	0
ColoRect-AdenoCA::SP21057	18203	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP22750	12380	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP19750	6901	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP17016	13349	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP16958	17292	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP17329	9762	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP96116	12560	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP96129	11388	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP21193	14814	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP18787	18261	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP96114	17638	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP19582	11448	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP17294	26787	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP80367	17201	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP82087	15203	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP80615	0	0	0	0	0	2426469	0	0	0
ColoRect-AdenoCA::SP80271	14969	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP81172	19082	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP81840	11513	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP80657	9100	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP81494	26767	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP81711	20273	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP80423	13617	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP80754	11208	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP81440	7664	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP80950	7538	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP82103	9346	0	0	0	0	0	0	0	0
ColoRect-AdenoCA::SP81137	20606	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111062	14784	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111006	30694	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP110846	10026	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111086	41084	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111096	16565	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111021	61	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111058	63983	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111092	25128	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111076	10831	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111098	14514	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111039	7241	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111052	5988	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111166	43706	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111014	13547	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111066	79659	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111094	26764	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111015	21542	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP110853	32227	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111051	8492	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP110855	34998	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111004	18024	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111078	13451	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP110863	28771	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111013	10574	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111042	3304	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111040	11574	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111031	33976	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP23496	23584	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111030	24056	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111019	42572	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111026	46789	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP110860	39884	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP110851	19321	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111059	19056	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111170	32123	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111054	40474	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111033	17809	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111113	79140	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP110865	55751	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111061	20549	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111101	16911	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP110859	38645	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111168	9288	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111067	8214	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111036	13527	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111116	21883	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111099	17840	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP23502	74471	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111069	21386	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111043	45635	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111024	29357	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111011	45224	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111082	27205	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111074	31083	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP110845	41287	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP110857	13555	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111017	24806	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111080	13888	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP23506	6454	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111075	18368	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111112	17292	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111001	59462	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111027	6748	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111117	34344	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP110842	25699	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111173	105594	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111008	14664	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111070	15085	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP110847	17630	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111077	38605	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111091	54578	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111072	9699	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111084	22661	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP23504	10946	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP23500	18697	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111029	6229	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111175	123973	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111049	24691	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP23498	24979	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111002	10434	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP110866	24806	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111035	22519	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111009	24073	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111114	57609	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111000	28980	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111045	11300	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP110861	14619	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111047	33869	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111088	19584	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111056	36152	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111089	10789	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111038	29441	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP110849	20114	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111164	39606	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111057	11311	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111119	35397	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111095	27106	0	0	0	0	0	0	0	0
Eso-AdenoCA::SP111064	19353	0	0	0	0	0	0	0	0
Head-SCC::SP29914	26983	0	0	0	0	0	0	0	0
Head-SCC::SP31046	3021	0	0	0	0	0	0	0	0
Head-SCC::SP31334	12512	0	0	0	0	0	0	0	0
Head-SCC::SP30011	5556	0	0	0	0	0	0	0	0
Head-SCC::SP31174	8814	0	0	0	0	0	0	0	0
Head-SCC::SP32662	16693	0	0	0	0	0	0	0	0
Head-SCC::SP31126	9476	0	0	0	0	0	0	0	0
