Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Liver-HCC::SP98902	16772	0.94	808548719.69	4820824.706%	95030198.717	4274390.067%	0.06265	0.858
Liver-HCC::SP107119	13763	0.917	663490104.287	4820824.706%	77981182.546	4136630.083%	0.08877	0.816
Liver-HCC::SP98904	8407	0.905	405286733.033	4820824.706%	47634097.812	4166732.327%	0.09974	0.774
Liver-HCC::SP98909	20128	0.943	970335596.824	4820824.706%	114045310.619	4298455.633%	0.06792	0.862
Liver-HCC::SP107121	21104	0.914	1017386845.954	4820824.706%	119575231.475	4015719.391%	0.07304	0.834
Liver-HCC::SP107123	10940	0.934	527398222.836	4820824.706%	61986079.499	4277024.29%	0.08448	0.839
Liver-HCC::SP98907	21773	0.932	1049638163.237	4820824.706%	123365890.082	4254471.007%	0.08238	0.835
Liver-HCC::SP107132	7595	0.876	1811720243.872	23854117.76%	222980333.791	21032876.332%	0.12554	0.707
Liver-HCC::SP107136	13784	0.942	664502477.475	4820824.706%	78100178.972	4276612.912%	0.05229	0.865
Liver-HCC::SP107141	4709	0.947	227012635.406	4820824.706%	26681210.017	4329671.178%	0.05748	0.87
Liver-HCC::SP98913	12349	0.944	595323642.944	4820824.706%	69969491.67	4356936.993%	0.06156	0.853
Liver-HCC::SP107146	12548	0.939	604917084.109	4820824.706%	71097038.548	4370282.29%	0.06543	0.836
Liver-HCC::SP107150	8835	0.937	425919862.775	4820824.706%	50059129.565	4243617.451%	0.07005	0.856
Liver-HCC::SP98915	8165	0.951	393620337.245	4820824.706%	46262928.654	4395300.019%	0.05437	0.871
Liver-HCC::SP107152	13341	0.945	643146224.027	4820824.706%	75590166.35	4360262.57%	0.06322	0.858
Liver-HCC::SP107155	8939	0.938	430933520.469	4820824.706%	50648397.376	4261453.932%	0.0559	0.855
Liver-HCC::SP112125	14624	0.868	704997405.005	4820824.706%	82859663.673	4035598.066%	0.15087	0.697
Liver-HCC::SP98921	9844	0.897	474561984.059	4820824.706%	55776121.354	4046829.84%	0.11185	0.778
Liver-HCC::SP112130	9130	0.927	440141295.658	4820824.706%	51730602.15	4203656.622%	0.07697	0.832
Liver-HCC::SP112133	15182	0.881	731897606.865	4820824.706%	86021205.83	3906328.626%	0.10164	0.766
Liver-HCC::SP98925	5818	0.974	280475581.395	4820824.706%	32964821.537	4535698.004%	0.02925	0.924
Liver-HCC::SP112138	6479	0.98	312341232.702	4820824.706%	36710043.322	4519820.638%	0.02599	0.948
Liver-HCC::SP112141	20906	0.896	1007841613.036	4820824.706%	118453464.83	4092590.339%	0.11079	0.765
Liver-HCC::SP98927	15494	0.922	746938579.948	4820824.706%	87789035.629	4165657.515%	0.07748	0.823
Liver-HCC::SP112147	10511	0.931	506716884.848	4820824.706%	59555385.269	4332155.519%	0.08008	0.817
Liver-HCC::SP112152	7639	0.967	368262799.291	4820824.706%	43282644.402	4637948.28%	0.03576	0.887
Liver-HCC::SP112156	9296	0.927	448143864.67	4820824.706%	52671163.305	4219573.509%	0.07934	0.828
Liver-HCC::SP98933	11607	0.926	559553123.625	4820824.706%	65765293.311	4206804.127%	0.08013	0.827
Liver-HCC::SP112160	10795	0.94	520408027.013	4820824.706%	61164518.885	4333376.734%	0.06358	0.845
Liver-HCC::SP98937	6699	0.902	322947047.055	4820824.706%	37956543.776	4059811.33%	0.09742	0.79
Liver-HCC::SP112165	7874	0.959	379591737.35	4820824.706%	44614109.304	4375303.462%	0.04597	0.899
Liver-HCC::SP112168	18488	0.935	891274071.645	4820824.706%	104753103.909	4337338.274%	0.06862	0.83
Liver-HCC::SP98941	19341	0.967	1727810547.733	8933408.55%	204695946.594	8302629.165%	0.04271	0.912
Liver-HCC::SP112170	17708	0.956	853671638.938	4820824.706%	100333611.172	4413900.165%	0.05267	0.882
Liver-HCC::SP112174	5637	0.967	271749888.677	4820824.706%	31939270.97	4484167.915%	0.03477	0.91
Liver-HCC::SP98945	5361	0.915	258444412.489	4820824.706%	30375467.659	4332518.722%	0.09441	0.764
Liver-HCC::SP112178	16939	0.955	816599496.949	4820824.706%	95976425.613	4353852.768%	0.04092	0.892
Liver-HCC::SP112180	11846	0.943	571074894.673	4820824.706%	67119494.766	4365859.677%	0.06245	0.85
Liver-HCC::SP98949	18144	0.967	874690434.657	4820824.706%	102804007.812	4502513.465%	0.04177	0.905
Liver-HCC::SP112182	10067	0.928	485312423.153	4820824.706%	57039655.18	4238931.504%	0.08048	0.828
Liver-HCC::SP98953	13781	0.978	664357852.734	4820824.706%	78083207.403	4507750.685%	0.02666	0.943
Liver-HCC::SP112186	11775	0.907	567652109.132	4820824.706%	66717223.738	4243381.355%	0.09323	0.761
Liver-HCC::SP98955	21376	0.971	1030499489.155	4820824.706%	121116545.563	4533549.116%	0.033	0.914
Liver-HCC::SP112188	20613	0.583	993716596.648	4820824.706%	116793139.232	2481140.719%	0.51581	0.439
Liver-HCC::SP112190	22415	0.93	1080587857.85	4820824.706%	127003480.87	4271908.513%	0.06745	0.826
Liver-HCC::SP112192	17238	0.895	831013762.82	4820824.706%	97670561.88	4080245.546%	0.10665	0.763
Liver-HCC::SP112194	14648	0.898	706154402.935	4820824.706%	82995590.538	4043873.276%	0.1044	0.782
Liver-HCC::SP98959	6318	0.969	304579704.925	4820824.706%	35797807.413	4415869.605%	0.03696	0.925
Liver-HCC::SP112196	12193	0.964	587803156.403	4820824.706%	69085597.669	4459347.459%	0.04255	0.902
Liver-HCC::SP112198	10575	0.929	509802212.66	4820824.706%	59917960.244	4162640.996%	0.0633	0.846
Liver-HCC::SP112201	6912	0.918	333215403.679	4820824.706%	39163413.502	4186290.525%	0.09752	0.809
Liver-HCC::SP98965	11888	0.974	573099641.049	4820824.706%	67357464.282	4499320.94%	0.03004	0.93
Liver-HCC::SP112205	11996	0.937	578306131.732	4820824.706%	67969368.114	4258135.589%	0.06512	0.852
Liver-HCC::SP112208	13155	0.942	634179490.074	4820824.706%	74536258.225	4260201.846%	0.05242	0.866
Liver-HCC::SP98967	6143	0.977	296143261.69	4820824.706%	34806263.761	4491392.541%	0.02647	0.94
Liver-HCC::SP112210	14682	0.935	707793483.335	4820824.706%	83188290.182	4339437.205%	0.06734	0.828
Liver-HCC::SP112211	15974	0.924	770078538.536	4820824.706%	90508784.458	4325210.283%	0.08222	0.797
Liver-HCC::SP98973	28225	0.947	1360677773.268	4820824.706%	159923110.992	4539578.785%	0.05434	0.828
Liver-HCC::SP112213	16313	0.942	786421134.29	4820824.706%	92429582.612	4457759.269%	0.06498	0.828
Liver-HCC::SP50097	22000	0.918	1060581435.32	4820824.706%	124652173.83	4352072.116%	0.1028	0.77
Liver-HCC::SP112215	14912	0.916	718881380.159	4820824.706%	84491466.469	4239409.662%	0.09854	0.789
Liver-HCC::SP112217	17812	0.947	858685296.633	4820824.706%	100922904.895	4432137.938%	0.05835	0.849
Liver-HCC::SP98975	10599	0.932	510959210.589	4820824.706%	60053971.843	4262747.384%	0.07631	0.833
Liver-HCC::SP112219	18584	0.924	895902063.363	4820824.706%	105297004.103	4218961.135%	0.07345	0.821
Liver-HCC::SP112221	8408	0.967	405334941.28	4820824.706%	47639755.726	4415193.685%	0.0446	0.919
Liver-HCC::SP112228	11743	0.905	566109445.226	4820824.706%	66535854.531	4071633.101%	0.08584	0.796
Liver-HCC::SP50099	15710	0.912	757351561.313	4820824.706%	89012955.045	4260300.195%	0.10855	0.773
Liver-HCC::SP98981	7554	0.963	364165098.291	4820824.706%	42801013.642	4516201.715%	0.03999	0.89
Liver-HCC::SP112234	19272	0.912	929069337.34	4820824.706%	109195229.8	4189055.926%	0.09172	0.789
Liver-HCC::SP98985	12158	0.919	586115867.755	4820824.706%	68887274.958	4216109.109%	0.0951	0.805
Liver-HCC::SP112237	6913	0.982	333263611.926	4820824.706%	39169111.836	4651897.116%	0.0224	0.939
Liver-HCC::SP98989	5918	0.939	528679118.013	8933408.55%	62633279.235	7858722.556%	0.06083	0.863
Liver-HCC::SP112241	10633	0.96	512598290.989	4820824.706%	60246634.985	4456330.257%	0.03743	0.888
Liver-HCC::SP112245	5512	0.953	265723857.795	4820824.706%	31231024.849	4444771.039%	0.05291	0.866
Liver-HCC::SP98991	5938	0.984	530465799.723	8933408.55%	62844975.924	8536041.117%	0.01849	0.954
Liver-HCC::SP112248	12093	0.894	582982331.697	4820824.706%	68518954.01	4016401.719%	0.09753	0.775
Liver-HCC::SP112051	17920	0.946	863891787.315	4820824.706%	101534767.473	4295351.453%	0.05728	0.871
Liver-HCC::SP98997	30786	0.923	1484139093.989	4820824.706%	174433595.377	4233908.441%	0.09366	0.813
Liver-HCC::SP112252	15932	0.97	768053792.16	4820824.706%	90270814.631	4543822.846%	0.03696	0.91
Liver-HCC::SP99001	7470	0.957	360115605.538	4820824.706%	42325049.027	4391661.773%	0.04681	0.891
Liver-HCC::SP112257	2364	0.954	113964296.05	4820824.706%	13394433.886	4389565.515%	0.0615	0.882
Liver-HCC::SP99007	6629	0.975	319572469.761	4820824.706%	37559939.78	4473225.384%	0.02724	0.937
Liver-HCC::SP112261	6542	0.955	315378352.267	4820824.706%	37067007.421	4436182.675%	0.04868	0.876
Liver-HCC::SP50101	8746	0.968	421629328.787	4820824.706%	49554889.055	4522274.865%	0.03848	0.907
Liver-HCC::SP112265	7151	0.963	344737174.726	4820824.706%	40517591.938	4408617.346%	0.02949	0.907
Liver-HCC::SP112268	19111	0.985	1707263708.067	8933408.55%	202261779.157	8616390.506%	0.0187	0.954
Liver-HCC::SP99011	22294	0.941	1074754659.956	4820824.706%	126317869.779	4286059.844%	0.06269	0.859
Liver-HCC::SP112269	16800	0.972	809898550.608	4820824.706%	95188879.769	4489855.69%	0.03667	0.924
Liver-HCC::SP99013	8928	0.97	430403229.752	4820824.706%	50586133.975	4668059.812%	0.02977	0.894
Liver-HCC::SP112273	21466	0.948	1034838231.39	4820824.706%	121626413.945	4308245.917%	0.05413	0.877
Liver-HCC::SP112274	7686	0.942	370528586.903	4820824.706%	43548885.576	4231602.561%	0.06253	0.873
Liver-HCC::SP50105	12516	0.954	603374420.203	4820824.706%	70915691.956	4342835.132%	0.05506	0.89
Liver-HCC::SP112276	6953	0.948	335191941.808	4820824.706%	39395737.386	4413349.315%	0.06026	0.857
Liver-HCC::SP99019	9650	0.972	465209584.129	4820824.706%	54676971.327	4590895.785%	0.03252	0.911
Liver-HCC::SP99021	10276	0.874	495387946.789	4820824.706%	58223835.068	3943862.576%	0.13819	0.736
Liver-HCC::SP112283	9093	0.894	438357590.517	4820824.706%	51520918.785	3911447.355%	0.08484	0.802
Liver-HCC::SP112288	9356	0.927	451036359.493	4820824.706%	53011121.86	4214312.131%	0.06926	0.829
Liver-HCC::SP99025	12739	0.886	614124859.297	4820824.706%	72179203.868	4012633.611%	0.12306	0.752
Liver-HCC::SP112290	16503	0.936	795580701.231	4820824.706%	93506062.915	4295207.834%	0.06704	0.84
Liver-HCC::SP99029	17320	0.914	834966839.079	4820824.706%	98135193.682	4207563.539%	0.10192	0.792
Liver-HCC::SP99033	16160	0.915	779045272.49	4820824.706%	91562650.243	4256914.109%	0.10499	0.783
Liver-HCC::SP99037	4360	0.944	210187957.182	4820824.706%	24703776.393	4325695.929%	0.06732	0.86
Liver-HCC::SP99041	11367	0.942	547983144.331	4820824.706%	64405452.736	4282905.151%	0.06159	0.864
Liver-HCC::SP99045	13274	0.958	639916271.474	4820824.706%	75210535.713	4395103.621%	0.04182	0.893
Liver-HCC::SP112300	6267	0.945	824420782.053	13154951.046%	100613731.302	12482199.788%	0.06199	0.844
Liver-HCC::SP99049	15943	0.932	768584082.878	4820824.706%	90333064.065	4201265.665%	0.06242	0.849
Liver-HCC::SP112304	11496	0.949	554202008.202	4820824.706%	65136410.269	4448233.013%	0.05332	0.855
Liver-HCC::SP50107	17711	0.941	853816263.68	4820824.706%	100350545.261	4221090.03%	0.05513	0.871
Liver-HCC::SP112310	17942	0.876	864952368.751	4820824.706%	101659499.627	4128741.1%	0.13481	0.696
Liver-HCC::SP99053	10064	0.954	485167798.412	4820824.706%	57022707.147	4535908.874%	0.05317	0.854
Liver-HCC::SP99057	2472	0.933	119170786.732	4820824.706%	14006361.114	4275481.063%	0.06561	0.837
Liver-HCC::SP99061	18830	0.907	1682160830.04	8933408.55%	199287872.2	8160184.255%	0.103	0.731
Liver-HCC::SP50109	11586	0.927	558540750.437	4820824.706%	65646327.023	4272831.72%	0.07022	0.818
Liver-HCC::SP99065	8742	0.938	421436495.799	4820824.706%	49532189.557	4240897.11%	0.06058	0.86
Liver-HCC::SP106993	17892	0.972	1598365457.838	8933408.55%	189360470.18	8538695.548%	0.03568	0.912
Liver-HCC::SP50111	9259	0.974	446360159.529	4820824.706%	52461544.271	4523553.872%	0.0326	0.926
Liver-HCC::SP99069	14271	0.95	687979893.793	4820824.706%	80859544.183	4365649.272%	0.05017	0.872
Liver-HCC::SP99073	10715	0.919	516551367.248	4820824.706%	60711204.215	4129667.045%	0.06678	0.823
Liver-HCC::SP99077	8656	0.974	417290586.551	4820824.706%	49044966.58	4627349.034%	0.03307	0.912
Liver-HCC::SP99081	10658	0.92	513803497.165	4820824.706%	60388256.503	4178240.729%	0.07932	0.815
Liver-HCC::SP99085	12314	0.962	593636354.297	4820824.706%	69771171.666	4412716.35%	0.04361	0.903
Liver-HCC::SP99089	8185	0.974	394584502.186	4820824.706%	46376254.151	4525628.395%	0.03072	0.928
Liver-HCC::SP99093	20318	0.921	979495163.765	4820824.706%	115121858.548	4210432.309%	0.09971	0.811
Liver-HCC::SP99097	2777	0.956	133874302.086	4820824.706%	15734494.143	4405555.095%	0.06006	0.886
Liver-HCC::SP99101	6345	0.953	305881327.596	4820824.706%	35950813.707	4482627.678%	0.05158	0.862
Liver-HCC::SP106998	15663	0.958	755085773.701	4820824.706%	88746655.643	4479386.129%	0.05261	0.878
Liver-HCC::SP99105	5247	0.969	252948672.324	4820824.706%	29729520.141	4428593.338%	0.04301	0.923
Liver-HCC::SP99109	15108	0.915	728330196.582	4820824.706%	85602046.908	4339535.703%	0.09364	0.765
Liver-HCC::SP50113	27463	0.885	1323943089.009	4820824.706%	155605616.477	4248168.341%	0.13245	0.689
Liver-HCC::SP50115	13384	0.959	645219178.651	4820824.706%	75833791.179	4384978.669%	0.04242	0.897
Liver-HCC::SP50117	10692	0.963	515442577.566	4820824.706%	60580921.358	4444779.158%	0.04293	0.901
Liver-HCC::SP107004	16127	0.921	777454400.337	4820824.706%	91375644.952	4224070.395%	0.08685	0.807
Liver-HCC::SP99117	13998	0.924	674819042.346	4820824.706%	79312764.669	4344409.696%	0.0937	0.791
Liver-HCC::SP99121	15753	0.85	759424515.936	4820824.706%	89256585.034	3954356.332%	0.1735	0.666
Liver-HCC::SP107007	14920	0.963	719267046.135	4820824.706%	84536764.737	4384354.366%	0.04249	0.91
Liver-HCC::SP99125	12711	0.953	612775028.38	4820824.706%	72020591.129	4417127.154%	0.051	0.873
Liver-HCC::SP99129	15456	0.934	745106666.559	4820824.706%	87573721.308	4207081.872%	0.05463	0.852
Liver-HCC::SP99133	11686	0.898	563361575.143	4820824.706%	66212901.191	4062228.328%	0.11536	0.776
Liver-HCC::SP50119	17049	0.878	821902404.126	4820824.706%	96599687.947	4003024.015%	0.12622	0.732
Liver-HCC::SP99137	16402	0.925	790711668.278	4820824.706%	92933814.931	4283382.955%	0.07453	0.808
Liver-HCC::SP50121	9395	0.953	452916481.129	4820824.706%	53232106.354	4373641.662%	0.04382	0.882
Liver-HCC::SP50123	14441	0.941	696175295.793	4820824.706%	81822773.582	4345784.845%	0.06154	0.847
Liver-HCC::SP99141	11441	0.929	551550554.613	4820824.706%	64824826.806	4505577.07%	0.07798	0.774
Liver-HCC::SP50125	12442	0.964	599807009.921	4820824.706%	70496477.853	4593915.776%	0.04238	0.881
Liver-HCC::SP99145	5865	0.87	282741369.007	4820824.706%	33231133.923	4111092.582%	0.12864	0.681
Liver-HCC::SP99149	13341	0.913	643146224.027	4820824.706%	75590163.369	4201641.148%	0.089	0.788
Liver-HCC::SP50129	9602	0.952	462895588.27	4820824.706%	54404975.546	4390974.831%	0.05414	0.874
Liver-HCC::SP99153	7971	0.864	384267937.315	4820824.706%	45163705.383	3916803.993%	0.15728	0.715
Liver-HCC::SP99157	8810	0.965	424714656.599	4820824.706%	49917495.318	4432733.097%	0.0379	0.911
Liver-HCC::SP99161	7892	0.968	380459485.798	4820824.706%	44716107.978	4466468.387%	0.03356	0.915
Liver-HCC::SP99165	11398	0.955	549477599.99	4820824.706%	64581106.764	4366381.967%	0.04897	0.89
Liver-HCC::SP50131	18844	0.955	908436207.599	4820824.706%	106770203.001	4431120.622%	0.04785	0.877
Liver-HCC::SP50133	7495	0.892	361320811.715	4820824.706%	42466702.803	4107448.072%	0.12165	0.747
Liver-HCC::SP99169	6902	0.901	332733321.208	4820824.706%	39106745.058	4069739.506%	0.11824	0.785
Liver-HCC::SP50135	10654	0.946	513610664.177	4820824.706%	60365586.666	4280827.423%	0.05754	0.876
Liver-HCC::SP50137	4022	0.947	193893569.675	4820824.706%	22788675.424	4412550.242%	0.06259	0.852
Liver-HCC::SP99173	18933	0.933	912726741.587	4820824.706%	107274431.385	4244253.939%	0.07638	0.842
Liver-HCC::SP99177	13281	0.872	640253729.204	4820824.706%	75250211.715	4033787.817%	0.1485	0.706
Liver-HCC::SP99181	11523	0.961	555503630.872	4820824.706%	65289331.735	4315849.488%	0.03845	0.917
Liver-HCC::SP50139	6473	0.949	312051983.219	4820824.706%	36676029.629	4280224.494%	0.05542	0.884
Liver-HCC::SP107010	13874	0.955	668841219.71	4820824.706%	78610148.66	4410766.139%	0.05524	0.881
Liver-HCC::SP99189	7922	0.974	381905733.209	4820824.706%	44886073.958	4428357.616%	0.03265	0.94
Liver-HCC::SP50141	2029	0.931	97814533.285	4820824.706%	11496319.596	4234580.111%	0.09065	0.839
Liver-HCC::SP99193	9322	0.899	449397279.093	4820824.706%	52818479.208	4092208.741%	0.10975	0.772
Liver-HCC::SP50145	7202	0.961	347195795.326	4820824.706%	40806565.484	4438439.053%	0.04479	0.897
Liver-HCC::SP50147	15961	0.968	769451831.325	4820824.706%	90435105.994	4483391.964%	0.03803	0.913
Liver-HCC::SP107012	44121	0.781	2126996068.534	4820824.706%	249989800.707	3610744.384%	0.31166	0.573
Liver-HCC::SP50149	12402	0.933	597878680.038	4820824.706%	70269776.394	4271797.072%	0.07257	0.837
Liver-HCC::SP107017	8082	0.98	389619052.739	4820824.706%	45792661.811	4581355.756%	0.02353	0.941
Liver-HCC::SP107019	10243	0.971	493797074.636	4820824.706%	58036899.956	4534704.388%	0.03312	0.915
Liver-HCC::SP107023	8724	0.946	420568747.351	4820824.706%	49430244.088	4447659.149%	0.05467	0.843
Liver-HCC::SP50151	10518	0.958	507054342.577	4820824.706%	59595030.898	4403959.792%	0.05101	0.893
Liver-HCC::SP50153	17471	0.874	842246284.385	4820824.706%	98990692.701	3898762.18%	0.15451	0.748
Liver-HCC::SP99197	23488	0.903	155708283.966	662926.958%	18678628.786	641017.85%	0.09721	0.68
Liver-HCC::SP50155	18772	0.937	904965213.81	4820824.706%	106362260.149	4364366.789%	0.07218	0.829
Liver-HCC::SP99201	5285	0.976	254780585.712	4820824.706%	29944837.212	4525759.982%	0.02981	0.935
Liver-HCC::SP50157	8883	0.962	428233858.634	4820824.706%	50331112.874	4414508.899%	0.04263	0.902
Liver-HCC::SP99205	9516	0.939	458749679.023	4820824.706%	53917672.275	4233105.826%	0.05437	0.863
Liver-HCC::SP50159	12076	0.969	582162791.497	4820824.706%	68422688.171	4521024.709%	0.03559	0.909
Liver-HCC::SP50161	17709	0.947	853719847.186	4820824.706%	100339285.149	4389004.057%	0.05818	0.857
Liver-HCC::SP107025	13066	0.897	629888956.086	4820824.706%	74031970.631	4025706.784%	0.08965	0.783
Liver-HCC::SP107028	10439	0.924	503245891.059	4820824.706%	59147400.455	4195225.668%	0.09122	0.826
Liver-HCC::SP50163	14323	0.898	690486722.64	4820824.706%	81154156.097	4081341.387%	0.11453	0.773
Liver-HCC::SP99217	6262	0.917	301880043.09	4820824.706%	35480518.504	4216914.538%	0.09514	0.797
Liver-HCC::SP50165	13273	0.939	639868063.227	4820824.706%	75204851.481	4260884.423%	0.06179	0.857
Liver-HCC::SP107030	10174	0.936	490470705.588	4820824.706%	57645923.422	4293287.854%	0.06977	0.841
Liver-HCC::SP50167	13750	0.946	662863397.075	4820824.706%	77907553.357	4338231.129%	0.05735	0.863
Liver-HCC::SP99229	6587	0.961	317547723.384	4820824.706%	37321974.96	4449601.787%	0.04621	0.894
Liver-HCC::SP99233	7334	0.968	353559283.938	4820824.706%	41554481.77	4486096.99%	0.02814	0.911
Liver-HCC::SP107032	5054	0.91	243644480.641	4820824.706%	28635978.019	4137931.09%	0.1034	0.795
Liver-HCC::SP50169	17862	0.932	861095708.986	4820824.706%	101206188.558	4329007.18%	0.08318	0.821
Liver-HCC::SP50171	17730	0.923	854732220.374	4820824.706%	100458250.52	4237397.601%	0.08758	0.812
Liver-HCC::SP50173	10374	0.956	500112355.0	4820824.706%	58779124.66	4386057.297%	0.05282	0.887
Liver-HCC::SP50175	4180	0.918	201510472.711	4820824.706%	23683893.116	4184707.738%	0.09482	0.807
Liver-HCC::SP107034	8923	0.901	430162188.516	4820824.706%	50557758.287	4155146.975%	0.10911	0.764
Liver-HCC::SP50179	11440	0.924	551502346.366	4820824.706%	64819070.65	4199301.422%	0.07402	0.824
Liver-HCC::SP99237	7427	0.975	358042650.915	4820824.706%	42081443.414	4638237.505%	0.02608	0.916
Liver-HCC::SP107037	12318	0.965	593829187.285	4820824.706%	69793844.166	4449505.922%	0.03696	0.906
Liver-HCC::SP107041	8709	0.92	419845623.646	4820824.706%	49345230.225	4228442.045%	0.09401	0.804
Liver-HCC::SP50181	10380	0.941	500401604.483	4820824.706%	58813108.914	4280434.587%	0.05786	0.861
Liver-HCC::SP99249	7970	0.963	384219729.068	4820824.706%	45158042.787	4382772.506%	0.0433	0.912
Liver-HCC::SP99253	11933	0.961	575269012.167	4820824.706%	67612464.319	4529881.211%	0.04197	0.879
Liver-HCC::SP50183	20347	0.92	980893202.93	4820824.706%	115286160.262	4185179.192%	0.08368	0.814
Liver-HCC::SP99257	18200	0.88	877390096.492	4820824.706%	103121349.074	4184119.14%	0.13228	0.693
Liver-HCC::SP107044	5860	0.947	282500327.772	4820824.706%	33202784.996	4360115.147%	0.05128	0.865
Liver-HCC::SP50185	7998	0.976	385569559.986	4820824.706%	45316718.471	4565828.732%	0.02603	0.927
Lung-AdenoCA::SP53460	53534	0.912	12770063401.638	23854117.76%	1571694920.502	19436851.25%	0.11775	0.852
Lung-AdenoCA::SP50827	40159	0.922	9579575151.238	23854117.76%	1179020755.165	19712372.387%	0.10423	0.869
Lung-AdenoCA::SP50263	10313	0.907	68367657.209	662926.958%	8201253.676	606800.317%	0.09513	0.741
Lung-AdenoCA::SP50317	16156	0.728	3210183138.141	19869912.962%	394750221.882	12262843.921%	0.3079	0.633
Lung-AdenoCA::SP54113	110327	0.965	26317532501.075	23854117.76%	3239070639.906	21145664.936%	0.05795	0.937
Lung-AdenoCA::SP50406	587	0.729	28298241.024	4820824.706%	3325946.512	3451258.886%	0.31159	0.487
Lung-AdenoCA::SP51824	24299	0.957	4828190150.636	19869912.962%	593713851.813	17780559.186%	0.04786	0.911
Lung-AdenoCA::SP55387	20258	0.909	4832367175.821	23854117.76%	594750937.56	19512647.509%	0.11333	0.844
Lung-AdenoCA::SP52779	38395	0.931	9158788513.952	23854117.76%	1127231706.306	19545133.049%	0.10685	0.895
Lung-AdenoCA::SP55235	113803	0.952	27146701634.413	23854117.76%	3341122008.303	21010502.496%	0.06384	0.907
Lung-AdenoCA::SP50713	14053	0.827	2792318868.55	19869912.962%	343366288.94	14321191.111%	0.18641	0.74
Lung-AdenoCA::SP50611	53404	0.882	12739053048.55	23854117.76%	1567878294.742	18860371.397%	0.16833	0.802
Lung-AdenoCA::SP50485	2322	0.85	111939549.673	4820824.706%	13156457.369	3849979.76%	0.15882	0.693
Lung-AdenoCA::SP51037	4261	0.81	205415340.723	4820824.706%	24142846.024	3740039.537%	0.18573	0.613
Lung-AdenoCA::SP55142	157043	0.945	37461222153.837	23854117.76%	4610596617.841	20046588.031%	0.07364	0.916
Lung-AdenoCA::SP53387	42320	0.8	8408947165.518	19869912.962%	1034032387.753	13188036.27%	0.2044	0.737
Lung-AdenoCA::SP54745	47720	0.702	316348744.501	662926.958%	37947768.598	409942.515%	0.36386	0.568
Lung-AdenoCA::SP52284	5233	0.916	252273756.865	4820824.706%	29650209.397	4277033.571%	0.09271	0.782
Lung-AdenoCA::SP53618	61322	0.879	14627822092.787	23854117.76%	1800341302.574	18563470.134%	0.16737	0.806
Lung-AdenoCA::SP52232	25936	0.915	6186803982.234	23854117.76%	761450437.62	20394350.547%	0.10853	0.83
Lung-AdenoCA::SP50412	2099	0.918	101189110.579	4820824.706%	11892945.838	4271603.786%	0.09124	0.788
Lung-AdenoCA::SP50321	12669	0.916	3022078179.014	23854117.76%	371946892.977	19962855.501%	0.10337	0.846
Lung-AdenoCA::SP53548	10088	0.534	66876071.553	662926.958%	8022347.744	363857.962%	0.61285	0.294
Lung-AdenoCA::SP55004	568	0.852	27382284.33	4820824.706%	3218290.502	3927081.368%	0.20475	0.679
Lung-AdenoCA::SP56079	48259	0.914	11511758689.798	23854117.76%	1416827336.183	20015039.269%	0.11084	0.839
Lung-AdenoCA::SP56168	33038	0.571	4346132726.577	13154951.046%	530408287.564	5774591.055%	0.67579	0.518
Lung-AdenoCA::SP54363	42875	0.916	10227452989.6	23854117.76%	1258758998.469	18624213.373%	0.11785	0.891
Lung-AdenoCA::SP53810	185584	0.824	44269425903.718	23854117.76%	5448526234.385	17243467.337%	0.25586	0.732
Lung-AdenoCA::SP50518	6317	0.918	304531496.678	4820824.706%	35792164.913	4315382.693%	0.08312	0.78
Lung-AdenoCA::SP56303	15716	0.924	3748913147.162	23854117.76%	461403335.111	21322126.781%	0.07941	0.825
Lung-AdenoCA::SP55711	7859	0.852	1033847602.705	13154951.046%	126172483.636	10615387.123%	0.15449	0.711
Lung-AdenoCA::SP55509	66135	0.898	15775920780.576	23854117.76%	1941645191.331	18775009.147%	0.14541	0.843
Lung-AdenoCA::SP55309	1798	0.77	86678428.214	4820824.706%	10187475.563	3543089.351%	0.2447	0.566
Lung-AdenoCA::SP52607	4008	0.82	193218654.216	4820824.706%	22709339.987	3733210.885%	0.19452	0.642
Lung-AdenoCA::SP52667	33457	0.89	7980872178.963	23854117.76%	982258103.535	19637510.038%	0.13777	0.792
Lung-AdenoCA::SP51446	5589	0.895	269435892.818	4820824.706%	31667295.197	4103065.699%	0.11239	0.758
Lung-AdenoCA::SP50592	5066	0.876	244222979.606	4820824.706%	28703976.553	4025379.56%	0.12304	0.722
Lung-AdenoCA::SP53073	23381	0.932	5577331273.466	23854117.76%	686438853.176	22286871.207%	0.07074	0.82
Lung-SCC::SP56638	42193	0.971	10064767906.477	23854117.76%	1238736726.289	21271087.377%	0.04582	0.952
Lung-SCC::SP56537	40115	0.957	9569079339.424	23854117.76%	1177729274.732	21670874.951%	0.05402	0.904
Lung-SCC::SP57586	36265	0.979	8650695805.664	23854117.76%	1064698003.682	23185219.101%	0.0249	0.939
Lung-SCC::SP56541	43441	0.918	10362467296.122	23854117.76%	1275376281.67	19260085.777%	0.10784	0.873
Lung-SCC::SP56553	133882	0.685	26602236871.785	19869912.962%	3271226990.232	11315874.34%	0.3682	0.595
Lung-SCC::SP56771	12280	0.971	1615427988.449	13154951.046%	197149593.041	12665156.907%	0.03498	0.917
