Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Eso-AdenoCA::SP110853	32227	0.435	857203144.907	2659891.224%	194562248.544	3093401.346%	0.6363	0.263
Eso-AdenoCA::SP111051	8492	0.652	225877962.781	2659891.224%	51268294.452	4775439.313%	0.46121	0.547
Eso-AdenoCA::SP110855	34998	0.357	930908730.737	2659891.224%	211291397.767	2495241.144%	0.78624	0.207
Eso-AdenoCA::SP111004	18024	0.651	479418794.297	2659891.224%	108815149.579	4267239.112%	0.42339	0.528
Eso-AdenoCA::SP111078	13451	0.57	357781968.602	2659891.224%	81206838.569	3650708.756%	0.48532	0.416
Eso-AdenoCA::SP110863	28771	0.339	765277304.189	2659891.224%	173697402.063	2287390.809%	0.86533	0.201
Eso-AdenoCA::SP111013	10574	0.655	281256898.074	2659891.224%	63837697.201	4122700.474%	0.38247	0.534
Eso-AdenoCA::SP111042	3304	0.61	87882806.056	2659891.224%	19947069.705	4612436.866%	0.45338	0.464
Eso-AdenoCA::SP111040	11574	0.645	307855810.319	2659891.224%	69875050.353	4552571.723%	0.4714	0.524
Eso-AdenoCA::SP111031	33976	0.526	903724642.423	2659891.224%	205120961.387	3258220.433%	0.54708	0.374
Eso-AdenoCA::SP23496	23584	0.485	627308746.377	2659891.224%	142382209.134	3219434.096%	0.59232	0.321
Eso-AdenoCA::SP111030	24056	0.487	639863432.956	2659891.224%	145231766.867	3202596.672%	0.54803	0.324
Eso-AdenoCA::SP111019	42572	0.355	1132368892.077	2659891.224%	257017201.392	2312763.825%	0.97145	0.218
Eso-AdenoCA::SP111026	46789	0.27	1244536505.013	2659891.224%	282476376.113	1820875.141%	1.19278	0.155
Eso-AdenoCA::SP110860	39884	0.362	1060871015.964	2659891.224%	240789111.872	2353971.041%	0.83814	0.223
Eso-AdenoCA::SP110851	19321	0.657	513917583.478	2659891.224%	116645519.31	4491338.253%	0.42119	0.542
Eso-AdenoCA::SP111059	19056	0.616	506868871.733	2659891.224%	115045612.392	4117983.556%	0.47412	0.472
Eso-AdenoCA::SP111170	32123	0.517	854436858.033	2659891.224%	193934157.493	3404646.13%	0.5642	0.354
Eso-AdenoCA::SP111054	40474	0.427	1076564374.188	2659891.224%	244351041.243	2749636.109%	0.69666	0.276
Eso-AdenoCA::SP111033	17809	0.51	473700028.164	2659891.224%	107517149.738	3352218.329%	0.51511	0.346
Eso-AdenoCA::SP111113	79140	0.299	2105037915.038	2659891.224%	477786896.382	1963535.101%	1.12562	0.178
Eso-AdenoCA::SP110865	55751	0.516	1482915956.549	2659891.224%	336582416.146	3702843.829%	0.56144	0.336
Eso-AdenoCA::SP111061	20549	0.648	546581047.714	2659891.224%	124059059.518	4012759.496%	0.4203	0.523
Eso-AdenoCA::SP111101	16911	0.566	449814204.968	2659891.224%	102095742.469	3802103.082%	0.46636	0.405
Eso-AdenoCA::SP110859	38645	0.434	1027914963.693	2659891.224%	233309142.934	2964370.736%	0.74343	0.27
Eso-AdenoCA::SP111168	9288	0.594	247050696.928	2659891.224%	56073963.195	4474009.843%	0.53339	0.434
Eso-AdenoCA::SP111067	8214	0.67	218483465.177	2659891.224%	49589890.185	4573191.64%	0.42848	0.569
Eso-AdenoCA::SP111036	13527	0.73	359803485.933	2659891.224%	81665527.874	4211607.71%	0.40349	0.653
Eso-AdenoCA::SP111116	21883	0.624	582063996.649	2659891.224%	132112745.156	3894595.843%	0.43688	0.487
Eso-AdenoCA::SP111099	17840	0.483	474524594.444	2659891.224%	107704316.251	3203107.194%	0.55577	0.319
Eso-AdenoCA::SP23502	74471	0.351	1980847593.768	2659891.224%	449598958.902	2277537.05%	0.93409	0.216
Eso-AdenoCA::SP111069	21386	0.535	568844337.263	2659891.224%	129112304.18	3444514.006%	0.45955	0.376
Eso-AdenoCA::SP111043	45635	0.339	1213841360.282	2659891.224%	275509128.11	2142417.56%	0.89419	0.212
Eso-AdenoCA::SP111024	29357	0.377	780864266.765	2659891.224%	177235186.776	2504850.042%	0.82163	0.231
Eso-AdenoCA::SP111011	45224	0.308	1202909207.35	2659891.224%	273028240.386	2153597.306%	1.04442	0.174
Eso-AdenoCA::SP111082	27205	0.395	723623407.614	2659891.224%	164243016.553	2587817.581%	0.76952	0.247
Eso-AdenoCA::SP111074	31083	0.352	826773989.299	2659891.224%	187655429.478	2317694.586%	0.83739	0.214
Eso-AdenoCA::SP110845	41287	0.385	1098189289.843	2659891.224%	249259246.985	2438037.996%	0.81534	0.245
Eso-AdenoCA::SP110857	13555	0.646	360548255.476	2659891.224%	81834772.73	4348301.723%	0.43176	0.521
Eso-AdenoCA::SP111017	24806	0.383	659812617.14	2659891.224%	149759786.023	2623077.272%	0.75393	0.229
Eso-AdenoCA::SP111080	13888	0.575	369405693.253	2659891.224%	83845115.753	3700360.908%	0.48049	0.422
Eso-AdenoCA::SP23506	6454	0.655	171669379.627	2659891.224%	38964382.047	4757715.401%	0.43996	0.552
Eso-AdenoCA::SP111075	18368	0.464	488568820.109	2659891.224%	110892099.484	3319333.139%	0.5695	0.287
Eso-AdenoCA::SP111112	17292	0.491	459948390.534	2659891.224%	104395977.686	3400432.774%	0.53809	0.318
Eso-AdenoCA::SP111001	59462	0.376	1581624519.888	2659891.224%	358985790.085	2311071.199%	0.76891	0.244
Eso-AdenoCA::SP111027	6748	0.646	179489459.827	2659891.224%	40739276.771	4273563.359%	0.40637	0.521
Eso-AdenoCA::SP111117	34344	0.638	913513042.129	2659891.224%	207342134.964	3411899.78%	0.39158	0.519
Eso-AdenoCA::SP110842	25699	0.478	683565445.774	2659891.224%	155150985.086	3192683.74%	0.56058	0.312
Eso-AdenoCA::SP111173	105594	0.344	2808685539.556	2659891.224%	637495931.158	2254791.671%	1.04539	0.21
Eso-AdenoCA::SP111008	14664	0.63	390046449.155	2659891.224%	88530088.745	4297710.809%	0.42913	0.494
Eso-AdenoCA::SP111070	15085	0.653	401244591.21	2659891.224%	91071679.918	4185165.831%	0.45808	0.531
Eso-AdenoCA::SP110847	17630	0.596	468938822.872	2659891.224%	106436497.371	3952498.172%	0.42848	0.445
Eso-AdenoCA::SP111077	38605	0.43	1026851007.203	2659891.224%	233067758.928	3025158.149%	0.62827	0.26
Eso-AdenoCA::SP111091	54578	0.364	1451715432.486	2659891.224%	329500352.61	2417100.159%	0.8793	0.221
Eso-AdenoCA::SP111072	9699	0.596	257982849.86	2659891.224%	58555131.9	3803822.155%	0.44802	0.449
Eso-AdenoCA::SP111084	22661	0.597	602757950.375	2659891.224%	136810181.508	4743853.652%	0.51721	0.442
Eso-AdenoCA::SP23504	10946	0.558	291151693.429	2659891.224%	66083186.907	2613139.671%	0.50074	0.449
Eso-AdenoCA::SP23500	18697	0.358	497319862.237	2659891.224%	112878203.83	2341130.855%	0.84711	0.22
Eso-AdenoCA::SP111029	6229	0.669	165684624.372	2659891.224%	37605903.603	4082423.707%	0.48047	0.554
Eso-AdenoCA::SP111175	123973	0.302	3297546947.7	2659891.224%	748454392.397	1993946.994%	1.02843	0.179
Eso-AdenoCA::SP111049	24691	0.584	656753742.231	2659891.224%	149065262.202	3604211.14%	0.4679	0.438
Eso-AdenoCA::SP23498	24979	0.606	664414228.958	2659891.224%	150804176.636	4057653.376%	0.45288	0.458
Eso-AdenoCA::SP111002	10434	0.494	277533050.36	2659891.224%	62992525.298	3239511.141%	0.56905	0.332
Eso-AdenoCA::SP110866	24806	0.339	659812617.14	2659891.224%	149759879.731	2429663.275%	0.93373	0.19
Eso-AdenoCA::SP111035	22519	0.493	598980904.836	2659891.224%	135952546.882	3265304.1%	0.53679	0.329
Eso-AdenoCA::SP111009	24073	0.354	640315614.464	2659891.224%	145334463.663	2396027.585%	0.89229	0.21
Eso-AdenoCA::SP111114	57609	0.403	1532336735.499	2659891.224%	347799004.42	2571923.623%	0.72332	0.258
Eso-AdenoCA::SP111000	28980	0.4	770836476.849	2659891.224%	174959030.871	2545396.221%	0.77239	0.256
Eso-AdenoCA::SP111045	11300	0.57	300567708.364	2659891.224%	68220855.911	4064453.485%	0.45892	0.402
Eso-AdenoCA::SP110861	14619	0.536	388849498.104	2659891.224%	88258405.214	3636012.829%	0.5039	0.368
Eso-AdenoCA::SP111047	33869	0.643	900878558.812	2659891.224%	204474938.589	3932941.816%	0.39468	0.515
Eso-AdenoCA::SP111088	19584	0.501	520913097.398	2659891.224%	118233170.915	3168580.559%	0.56342	0.346
Eso-AdenoCA::SP111056	36152	0.458	961603875.467	2659891.224%	218258183.488	3014143.908%	0.62046	0.298
Eso-AdenoCA::SP111089	10789	0.655	286975664.207	2659891.224%	65135766.474	4392306.068%	0.4075	0.536
Eso-AdenoCA::SP111038	29441	0.574	783098575.393	2659891.224%	177742128.79	3567523.902%	0.46099	0.425
Eso-AdenoCA::SP110849	20114	0.495	535010520.888	2659891.224%	121432872.972	3077734.332%	0.56833	0.342
Eso-AdenoCA::SP111164	39606	0.421	1053476518.36	2659891.224%	239110727.155	2716839.767%	0.70925	0.271
Eso-AdenoCA::SP111057	11311	0.675	300860296.399	2659891.224%	68287169.209	4370684.298%	0.41557	0.569
Eso-AdenoCA::SP111119	35397	0.468	941521696.722	2659891.224%	213700163.974	3172597.838%	0.60809	0.301
Eso-AdenoCA::SP111095	27106	0.573	720990115.302	2659891.224%	163644971.746	3283522.396%	0.53656	0.435
Eso-AdenoCA::SP111064	19353	0.673	514768748.67	2659891.224%	116838592.756	4306589.871%	0.37353	0.565
Head-SCC::SP29914	26983	0.594	717718449.096	2659891.224%	162903259.909	4896974.795%	0.56539	0.443
Head-SCC::SP31046	3021	0.673	80355313.891	2659891.224%	18238456.998	3928230.422%	0.39043	0.561
Head-SCC::SP31334	12512	0.563	332805590.004	2659891.224%	75537725.365	3197202.574%	0.52498	0.425
Head-SCC::SP30011	5556	0.622	147783556.431	2659891.224%	33542902.651	4214098.769%	0.44939	0.48
Head-SCC::SP31174	8814	0.642	234442812.524	2659891.224%	53212214.782	4278839.368%	0.49776	0.514
Head-SCC::SP32662	16693	0.514	444015642.099	2659891.224%	100779580.151	3349199.762%	0.65384	0.352
Head-SCC::SP31126	9476	0.616	252051292.43	2659891.224%	57208904.61	4291568.097%	0.46369	0.471
Head-SCC::SP32958	13193	0.481	350919449.243	2659891.224%	79649041.612	2670847.299%	0.79261	0.349
Head-SCC::SP31422	16896	0.572	449415221.285	2659891.224%	102005339.256	4281225.703%	0.5651	0.401
Head-SCC::SP33496	49681	0.392	1321460559.224	2659891.224%	299934621.774	1995933.036%	1.10338	0.286
Head-SCC::SP34005	3390	0.578	90170312.509	2659891.224%	20466230.642	3778823.973%	0.49877	0.423
Head-SCC::SP30113	87623	0.5	2330676487.609	2659891.224%	529002989.136	4525601.184%	0.84671	0.272
Head-SCC::SP31030	27225	0.493	724155385.859	2659891.224%	164362527.028	2165126.906%	0.68636	0.395
Head-SCC::SP33544	30658	0.584	815469451.595	2659891.224%	185089872.919	4249449.019%	0.58042	0.421
Head-SCC::SP33688	43025	0.349	1144418199.324	2659891.224%	259750989.745	1789916.203%	1.41467	0.251
Head-SCC::SP30907	12900	0.563	343125967.955	2659891.224%	77880619.53	4772284.926%	0.63342	0.379
Head-SCC::SP30185	5051	0.537	134351105.747	2659891.224%	30493932.101	2663195.04%	0.51455	0.419
Head-SCC::SP33837	3950	0.591	105065703.366	2659891.224%	23847055.319	3591790.608%	0.49034	0.448
Head-SCC::SP31790	7187	0.651	191166382.302	2659891.224%	43389586.236	4072911.643%	0.4498	0.528
Head-SCC::SP30143	5903	0.549	157013378.98	2659891.224%	35637676.848	2904087.735%	0.48165	0.422
Head-SCC::SP30071	17995	0.593	478647425.842	2659891.224%	108640377.464	4773272.184%	0.54989	0.436
Head-SCC::SP30493	14138	0.443	376055421.314	2659891.224%	85353876.125	2015759.761%	0.93042	0.345
Head-SCC::SP32014	4627	0.627	123073166.956	2659891.224%	27934312.225	4304177.699%	0.42319	0.489
Head-SCC::SP30332	52507	0.536	1396629085.227	2659891.224%	316998341.69	4633473.026%	0.75981	0.331
Head-SCC::SP31814	7544	0.632	200662193.973	2659891.224%	45544910.494	4134736.896%	0.46608	0.497
Head-SCC::SP29987	16812	0.61	447180912.656	2659891.224%	101498189.789	4495552.641%	0.4993	0.462
Head-SCC::SP30083	5849	0.584	155577037.719	2659891.224%	35311755.692	3563854.476%	0.50906	0.44
Head-SCC::SP32742	21859	0.45	581425622.755	2659891.224%	131967459.697	2370895.768%	0.77317	0.33
Head-SCC::SP115162	4142	0.548	110172694.517	2659891.224%	25006198.633	3289697.019%	0.55574	0.401
Head-SCC::SP29940	8798	0.623	234017229.928	2659891.224%	53115434.376	3366981.622%	0.4763	0.499
Head-SCC::SP30843	3037	0.509	80780896.487	2659891.224%	18335074.483	3192050.846%	0.60946	0.354
Head-SCC::SP32222	523	0.617	13911231.104	2659891.224%	3157469.923	3681695.645%	0.52398	0.482
Head-SCC::SP31190	12989	0.607	345493271.145	2659891.224%	78417875.578	4835101.308%	0.54801	0.466
Head-SCC::SP30077	24415	0.54	649412442.452	2659891.224%	147399312.115	3858999.583%	0.63467	0.365
Head-SCC::SP32694	22002	0.479	585229267.206	2659891.224%	132831308.579	3189065.232%	0.71456	0.314
Head-SCC::SP33774	5155	0.616	137117392.621	2659891.224%	31121956.482	4062811.277%	0.4654	0.474
Head-SCC::SP30093	5198	0.609	138261145.847	2659891.224%	31381539.136	3867085.907%	0.46765	0.467
Head-SCC::SP33094	13164	0.629	350148080.788	2659891.224%	79474205.928	4210109.796%	0.44804	0.492
Head-SCC::SP30803	49453	0.371	1315396007.232	2659891.224%	298557689.921	1750949.509%	1.33309	0.278
Head-SCC::SP30675	63185	0.513	1680652270.175	2659891.224%	381464235.898	4478272.535%	0.81514	0.295
Head-SCC::SP31854	31795	0.596	845712414.817	2659891.224%	191953654.363	3565128.522%	0.54093	0.455
Head-SCC::SP31606	3124	0.644	83095001.852	2659891.224%	18860309.499	3987015.135%	0.40825	0.517
Head-SCC::SP30213	7213	0.476	191857954.02	2659891.224%	43546335.571	2262588.186%	0.72539	0.368
Head-SCC::SP32894	2866	0.71	76232482.493	2659891.224%	17302677.528	4015482.773%	0.40036	0.618
Head-SCC::SP117260	7009	0.612	186431775.922	2659891.224%	42315088.862	4735943.149%	0.48543	0.471
Head-SCC::SP117124	9006	0.635	239549803.675	2659891.224%	54371326.796	4044851.964%	0.45309	0.503
Head-SCC::SP117932	13257	0.481	352621779.627	2659891.224%	80035429.94	2684195.132%	0.73489	0.348
Head-SCC::SP117189	2892	0.687	76924054.211	2659891.224%	17459687.169	4495978.936%	0.4181	0.596
Head-SCC::SP117217	780	0.622	20747151.551	2659891.224%	4709046.574	4205176.391%	0.51373	0.482
Head-SCC::SP117779	6406	0.675	170392631.839	2659891.224%	38674500.634	4169307.378%	0.42391	0.565
Head-SCC::SP117376	10635	0.675	282879431.721	2659891.224%	64206081.138	4772596.872%	0.41055	0.591
Head-SCC::SP117681	3760	0.593	100011910.04	2659891.224%	22700027.519	4108967.404%	0.48517	0.437
Head-SCC::SP117408	4544	0.571	120865457.239	2659891.224%	27433143.966	3283789.046%	0.53545	0.432
Head-SCC::SP118015	5773	0.645	153555520.388	2659891.224%	34852945.463	4069287.83%	0.40419	0.517
Head-SCC::SP117509	15087	0.544	401297789.034	2659891.224%	91083484.112	2930974.674%	0.55238	0.414
Head-SCC::SP117482	23837	0.395	634038271.175	2659891.224%	143909041.588	2062170.448%	1.05104	0.285
Head-SCC::SP117003	12468	0.486	331635237.866	2659891.224%	75272151.843	2899932.193%	0.69347	0.341
Kidney-ChRCC::SP123975	40498	0.275	1077202748.082	2659891.224%	244496714.055	2232399.552%	1.07908	0.128
Kidney-ChRCC::SP124044	1669	0.475	44393584.536	2659891.224%	10076179.49	3929328.109%	0.6287	0.264
Kidney-ChRCC::SP123972	10017	0.47	266441303.954	2659891.224%	60475100.604	3472554.396%	0.62027	0.286
Kidney-ChRCC::SP123850	2052	0.51	54580967.926	2659891.224%	12388443.004	4073471.122%	0.6293	0.31
Kidney-ChRCC::SP123902	1681	0.508	44712771.483	2659891.224%	10148643.908	4890529.394%	0.62115	0.271
Kidney-ChRCC::SP123884	2210	0.502	58783596.061	2659891.224%	13342310.284	3607611.283%	0.63773	0.322
Kidney-ChRCC::SP123964	2007	0.495	53384016.875	2659891.224%	12116761.414	3818182.889%	0.59253	0.3
Kidney-ChRCC::SP123995	1898	0.523	50484735.44	2659891.224%	11458698.26	3963026.257%	0.56056	0.335
Kidney-ChRCC::SP123846	1967	0.476	52320060.385	2659891.224%	11875289.178	4153900.615%	0.62327	0.252
Kidney-ChRCC::SP124003	882	0.569	23460240.6	2659891.224%	5324859.045	4678133.879%	0.56645	0.39
Kidney-ChRCC::SP123876	1768	0.566	47026876.848	2659891.224%	10673869.409	4739497.108%	0.56943	0.385
Kidney-ChRCC::SP123878	1225	0.548	32583667.5	2659891.224%	7395642.06	4745380.772%	0.59093	0.351
Kidney-ChRCC::SP123842	1775	0.521	47213069.234	2659891.224%	10716135.619	4558242.203%	0.5993	0.307
Kidney-ChRCC::SP123900	1493	0.579	39712175.981	2659891.224%	9013618.01	4600641.33%	0.54715	0.409
Kidney-ChRCC::SP123978	979	0.509	26040335.087	2659891.224%	5910473.439	4223814.496%	0.62756	0.3
Kidney-ChRCC::SP123897	1799	0.45	47851443.128	2659891.224%	10860991.67	3010641.707%	0.70848	0.288
Kidney-ChRCC::SP124013	948	0.492	25215768.808	2659891.224%	5723317.653	4035712.504%	0.61911	0.284
Kidney-ChRCC::SP124021	1618	0.562	43037040.012	2659891.224%	9768267.186	4210147.123%	0.58226	0.386
Kidney-ChRCC::SP123852	1957	0.425	52054071.263	2659891.224%	11814906.595	3457356.772%	0.67914	0.224
Kidney-ChRCC::SP123998	1981	0.556	52692445.157	2659891.224%	11959776.76	3887164.693%	0.53531	0.387
Kidney-ChRCC::SP123967	897	0.489	23859224.283	2659891.224%	5415417.856	4017818.966%	0.63258	0.279
Kidney-ChRCC::SP123988	3452	0.518	91819445.068	2659891.224%	20840589.119	4012869.403%	0.54124	0.324
Kidney-ChRCC::SP123984	1114	0.416	29631188.24	2659891.224%	6725506.18	3594934.268%	0.67288	0.201
Kidney-ChRCC::SP123858	839	0.486	22316487.373	2659891.224%	5065250.806	3630188.125%	0.63446	0.298
Kidney-ChRCC::SP123890	1255	0.529	33381634.867	2659891.224%	7576759.424	4556795.005%	0.57463	0.32
Kidney-ChRCC::SP123950	1671	0.548	44446782.361	2659891.224%	10088244.814	4215712.449%	0.5597	0.363
Kidney-ChRCC::SP123886	587	0.558	15613561.488	2659891.225%	3543863.62	4099486.96%	0.58951	0.383
Kidney-ChRCC::SP124033	1457	0.411	38754615.14	2659891.224%	8796277.697	3287254.452%	0.70257	0.217
Kidney-ChRCC::SP123892	1722	0.415	45803326.885	2659891.224%	10396146.663	3241996.038%	0.70023	0.226
Kidney-ChRCC::SP123840	1693	0.409	45031958.43	2659891.224%	10221072.251	3346784.878%	0.69126	0.21
Kidney-ChRCC::SP123969	2519	0.602	67002659.944	2659891.224%	15207789.15	3791405.25%	0.561	0.458
Kidney-ChRCC::SP123953	1811	0.533	48170630.075	2659891.224%	10933442.625	3659085.377%	0.53864	0.364
Kidney-ChRCC::SP123955	1298	0.468	34525388.093	2659891.224%	7836366.501	4270895.84%	0.61147	0.233
Kidney-ChRCC::SP123882	2154	0.44	57294056.975	2659891.224%	13004239.192	3440034.17%	0.68801	0.246
Kidney-ChRCC::SP123894	2687	0.562	71471277.201	2659891.224%	16222064.194	3836397.267%	0.55568	0.397
Kidney-ChRCC::SP124017	1055	0.481	28061852.418	2659891.224%	6369294.6	3523575.152%	0.63174	0.298
Kidney-ChRCC::SP123856	1071	0.523	28487435.014	2659891.224%	6465904.815	4568545.889%	0.62879	0.31
Kidney-ChRCC::SP123854	1550	0.564	41228313.979	2659891.224%	9357740.605	4452333.003%	0.57707	0.384
Kidney-ChRCC::SP123888	922	0.458	24524197.09	2659891.225%	5566347.729	3682046.1%	0.72599	0.254
Kidney-ChRCC::SP123870	869	0.411	23114454.741	2659891.225%	5246371.511	3216454.479%	0.77168	0.222
Kidney-ChRCC::SP123958	996	0.602	26492516.596	2659891.224%	6013094.945	4297480.346%	0.61178	0.449
Kidney-ChRCC::SP123844	1547	0.477	41148517.242	2659891.224%	9339632.701	3892628.861%	0.5987	0.27
Kidney-ChRCC::SP123872	3136	0.56	83414188.799	2659891.224%	18932753.309	3430004.213%	0.56652	0.411
Kidney-ChRCC::SP123874	1496	0.514	39791972.718	2659891.224%	9031731.56	4145439.242%	0.5624	0.312
Kidney-ChRCC::SP123836	2290	0.502	60911509.04	2659891.224%	13825297.022	3745524.05%	0.61451	0.314
Kidney-RCC::SP43633	1625	0.506	43223232.397	2659891.224%	9810551.924	4641114.456%	0.58391	0.277
Kidney-RCC::SP36498	5155	0.642	137117392.621	2659891.224%	31122031.096	5023886.013%	0.53507	0.551
Kidney-RCC::SP37516	4226	0.606	112407003.146	2659891.224%	25513441.758	5012125.46%	0.53843	0.475
Kidney-RCC::SP39997	3899	0.584	103709158.842	2659891.224%	23539269.276	5002323.856%	0.54882	0.427
Kidney-RCC::SP35617	7162	0.637	190501409.496	2659891.224%	43238787.386	4920766.895%	0.50636	0.53
Kidney-RCC::SP37636	4093	0.566	108869347.817	2659891.224%	24710493.862	4795045.54%	0.52884	0.386
Kidney-RCC::SP39907	5336	0.577	141931795.737	2659891.224%	32214812.282	4984233.908%	0.55934	0.411
Kidney-RCC::SP40736	4903	0.634	130414466.735	2659891.224%	29600643.552	4960612.354%	0.5067	0.528
Kidney-RCC::SP42154	6770	0.586	180074635.896	2659891.224%	40872238.323	5031611.81%	0.53446	0.433
Kidney-RCC::SP39594	4241	0.605	112805986.829	2659891.224%	25604002.668	5031149.29%	0.55486	0.473
Kidney-RCC::SP41453	3691	0.647	98176585.095	2659891.224%	22283490.414	4981457.374%	0.50726	0.556
Kidney-RCC::SP34452	8219	0.61	218616459.738	2659891.224%	49620209.66	5095129.969%	0.54697	0.49
Kidney-RCC::SP42829	6177	0.673	164301480.935	2659891.224%	37292063.723	4877797.743%	0.48561	0.598
Kidney-RCC::SP37970	6495	0.597	172759935.029	2659891.224%	39211991.325	5117545.918%	0.55008	0.465
Kidney-RCC::SP34186	6910	0.623	183798483.61	2659891.224%	41717427.72	5071571.345%	0.50991	0.517
Kidney-RCC::SP37903	7775	0.63	206806542.702	2659891.224%	46939601.621	4714020.937%	0.56617	0.504
Kidney-RCC::SP35849	3362	0.59	89425542.966	2659891.224%	20297252.008	4860756.334%	0.54062	0.434
Kidney-RCC::SP36586	3106	0.678	82616221.432	2659891.224%	18751677.177	4789923.097%	0.45061	0.598
Kidney-RCC::SP34431	2982	0.577	79317956.313	2659891.224%	18003114.647	5220070.608%	0.61782	0.429
Kidney-RCC::SP37432	5645	0.625	150150859.621	2659891.224%	34080297.694	5050973.193%	0.51373	0.519
Kidney-RCC::SP35989	3913	0.563	104081543.613	2659891.224%	23623800.801	5004312.561%	0.60031	0.383
Kidney-RCC::SP39102	4572	0.646	121610226.782	2659891.224%	27602302.615	4908303.613%	0.45928	0.548
Kidney-RCC::SP34493	3922	0.636	104320933.823	2659891.224%	23678090.45	4821851.687%	0.496	0.52
Kidney-RCC::SP36036	3818	0.626	101554646.95	2659891.224%	23050231.127	4989040.528%	0.504	0.514
Kidney-RCC::SP35951	6968	0.614	185341220.52	2659891.224%	42067592.526	5040482.762%	0.56392	0.495
Kidney-RCC::SP39248	4300	0.63	114375322.652	2659891.224%	25960176.485	4862513.617%	0.53543	0.511
Kidney-RCC::SP34246	5527	0.619	147012187.976	2659891.224%	33367898.311	4961710.297%	0.54301	0.498
Kidney-RCC::SP35412	6784	0.596	180447020.667	2659891.224%	40956746.77	4984011.175%	0.55027	0.452
Kidney-RCC::SP39298	8695	0.598	231277541.967	2659891.224%	52493964.108	5166325.873%	0.59867	0.472
Kidney-RCC::SP38044	6580	0.63	175020842.569	2659891.224%	39725123.797	5029350.964%	0.51272	0.528
Kidney-RCC::SP38271	5557	0.592	147810155.343	2659891.224%	33549046.589	5121239.874%	0.55698	0.454
Kidney-RCC::SP43201	4808	0.595	127887570.072	2659891.224%	29027128.956	4985963.289%	0.57477	0.45
Kidney-RCC::SP34191	4778	0.573	127089602.705	2659891.224%	28846022.93	4964237.688%	0.58468	0.402
Kidney-RCC::SP40047	6876	0.597	182894120.594	2659891.224%	41512186.113	5111764.516%	0.55615	0.464
Kidney-RCC::SP39349	3855	0.637	102538806.703	2659891.224%	23273603.498	4975548.509%	0.48012	0.536
Kidney-RCC::SP37369	3203	0.618	85196315.919	2659891.224%	19337328.794	5099110.094%	0.54008	0.51
Kidney-RCC::SP38759	7609	0.607	202391123.269	2659891.224%	45937465.416	4916811.276%	0.53528	0.47
Kidney-RCC::SP36218	3740	0.542	99479931.795	2659891.224%	22579366.718	5056718.562%	0.58582	0.34
Kidney-RCC::SP43510	3897	0.562	103655961.017	2659891.224%	23527208.971	5074350.613%	0.65782	0.383
Kidney-RCC::SP43770	4325	0.602	115040295.458	2659891.224%	26111132.118	5010773.789%	0.52658	0.466
Kidney-RCC::SP43651	7222	0.61	192097344.231	2659891.224%	43601065.03	5094569.757%	0.52697	0.49
Kidney-RCC::SP106656	5345	0.585	142171185.947	2659891.224%	32269150.725	5095078.958%	0.60976	0.435
Kidney-RCC::SP97249	6669	0.667	177388145.759	2659891.224%	40262397.783	4916549.468%	0.46532	0.591
Kidney-RCC::SP106638	7277	0.606	193560284.404	2659891.224%	43933112.053	5045521.865%	0.56612	0.477
Kidney-RCC::SP97161	6341	0.585	168663702.543	2659891.224%	38282263.639	5124947.974%	0.59506	0.437
Kidney-RCC::SP43696	6229	0.578	165684624.372	2659891.224%	37606097.626	5150143.234%	0.59873	0.424
Kidney-RCC::SP97113	4307	0.612	114561515.037	2659891.224%	26002457.888	5033407.395%	0.52835	0.489
Kidney-RCC::SP97124	7628	0.59	202896502.602	2659891.224%	46052210.923	5113523.371%	0.60178	0.448
Kidney-RCC::SP43808	3165	0.587	84185557.254	2659891.224%	19107927.14	5149112.9%	0.58848	0.444
Kidney-RCC::SP43822	4969	0.754	132169994.943	2659891.224%	29998974.766	4431472.597%	0.36529	0.706
Kidney-RCC::SP43514	3165	0.599	84185557.254	2659891.224%	19107920.669	5102489.542%	0.54664	0.466
Kidney-RCC::SP97258	5461	0.568	145256659.768	2659891.224%	32969487.128	5146390.007%	0.63274	0.402
Kidney-RCC::SP97194	10282	0.615	273490015.699	2659891.224%	62075069.53	5143308.679%	0.54951	0.508
Kidney-RCC::SP109470	7042	0.608	187309540.026	2659891.224%	42514356.313	5052825.674%	0.53225	0.481
Kidney-RCC::SP97278	5153	0.603	137064194.796	2659891.224%	31109989.142	5145606.415%	0.56332	0.482
Kidney-RCC::SP109544	5015	0.575	133393544.907	2659891.224%	30276857.592	5046149.941%	0.57896	0.411
Kidney-RCC::SP97104	7905	0.523	210264401.294	2659891.224%	47724585.076	5024523.035%	0.68116	0.3
Kidney-RCC::SP106577	6970	0.579	185394418.345	2659891.224%	42079701.637	5096165.417%	0.57121	0.423
Kidney-RCC::SP109457	3637	0.623	96740243.834	2659891.224%	21957371.894	3487806.895%	0.37237	0.496
Kidney-RCC::SP109478	1854	0.505	49314383.301	2659891.224%	11193093.883	4989464.533%	0.62931	0.261
Kidney-RCC::SP43688	3570	0.599	94958116.713	2659891.224%	21553010.75	5120621.299%	0.54062	0.469
Kidney-RCC::SP97243	5376	0.535	142995752.227	2659891.224%	32456343.893	5197147.775%	0.64058	0.329
Kidney-RCC::SP97269	6872	0.572	182787724.945	2659891.224%	41488054.361	5079509.057%	0.56449	0.406
